RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE
2	9045408	13822702	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					N	mkd	Jugoslavija		SOCIJALISTICKAFEDERATIVNAREPUBLIKAJUGOSLAVIJA	Socijalistička Federativna Republika Jugoslavija	Socijalisticka Federativna Republika Jugoslavija	JUGOSLAVIJA SOCIJALISTICKAFEDERATIVNAREPUBLIKA	Jugoslavija, Socijalistička Federativna Republika	Jugoslavija, Socijalisticka Federativna Republika		2012-06-20
2	9045408	13822703	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					N	hrv	Jugoslavija		SOCIJALISTICKAFEDERATIVNAREPUBLIKAJUGOSLAVIJA	Socijalistička Federativna Republika Jugoslavija	Socijalisticka Federativna Republika Jugoslavija	JUGOSLAVIJA SOCIJALISTICKAFEDERATIVNAREPUBLIKA	Jugoslavija, Socijalistička Federativna Republika	Jugoslavija, Socijalisticka Federativna Republika		2012-06-20
2	9045408	13822579	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					N	slv	Jugoslavija		SOCIJALISTICNAFEDERATIVNAREPUBLIKAJUGOSLAVIJA	Socijalistična federativna republika Jugoslavija	Socijalisticna federativna republika Jugoslavija	JUGOSLAVIJA SOCIJALISTICNAFEDERATIVNAREPUBLIKA	Jugoslavija, Socijalistična federativna republika	Jugoslavija, Socijalisticna federativna republika		2012-06-20
2	9045408	13822578	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					N	srp	Jugoslavija		SOCIJALISTICKAFEDERATIVNAREPUBLIKAJUGOSLAVIJA	Socijalistička Federativna Republika Jugoslavija	Socijalisticka Federativna Republika Jugoslavija	JUGOSLAVIJA SOCIJALISTICKAFEDERATIVNAREPUBLIKA	Jugoslavija, Socijalistička Federativna Republika	Jugoslavija, Socijalisticka Federativna Republika		2012-06-20
2	431269	551518	42.933498	21.240891	425601	211427	34TEN1965653458	NK34-05	R	TNLRR		KV,RI					N	srp		Tunel	MERDARSKITUNEL	Merdarski Tunel	Merdarski Tunel	MERDARSKITUNEL	Merdarski Tunel	Merdarski Tunel		2012-02-15
2	11427664	13498114	42.952391	21.233483	425709	211401	34TEN1904655554	NK34-05	T	HLL		KV,RI					N	srp		Brdo	MAJDANBRDO	Majdan Brdo	Majdan Brdo	MAJDANBRDO	Majdan Brdo	Majdan Brdo		2012-02-16
2	11427664	13498154	42.952391	21.233483	425709	211401	34TEN1904655554	NK34-05	T	HLL		KV,RI					D	sqi		Kodra	KODRAMAJDAN	Kodra Majdan	Kodra Majdan	MAJDAN KODRA	Majdan, Kodra	Majdan, Kodra		2012-02-16
2	11425940	13494744	42.970271	21.24044	425813	211426	34TEN1960757541	NK34-05	T	HLL		KV,RI					N	srp			KARAULAIDIRAVE	Karaula i Ðirave	Karaula i Dirave	KARAULAIDIRAVE	Karaula i Ðirave	Karaula i Dirave		2012-02-21
2	11425938	13494415	42.97797	21.242335	425841	211432	34TEN1975958397	NK34-05	T	SLP		KV,RI					N	srp			KARAULAEMOCME	Karaula e Moćme	Karaula e Mocme	KARAULAEMOCME	Karaula e Moćme	Karaula e Mocme		2012-02-21
2	11425938	13494416	42.97797	21.242335	425841	211432	34TEN1975958397	NK34-05	T	SLP		KV,RI					D	sqi			KARAULAEVJETER	Karaula e Vjetër	Karaula e Vjeter	KARAULAEVJETER	Karaula e Vjetër	Karaula e Vjeter		2012-02-21
2	431217	551458	42.987106	21.072653	425914	210422	34TEN0592359386	NK34-05	T	MT		KV,RI					N	srp			DIDOVA	Ðidova	Didova	DIDOVA	Ðidova	Didova		2011-11-03
2	411577	520406	42.767222	21.198333	424602	211154	34TEN1622734985	NK34-05	P	PPLL		KV	20				N	sqi			RIMANISHTE	Rimanishtë	Rimanishte	RIMANISHTE	Rimanishtë	Rimanishte		2009-04-16
2	411577	11011433	42.767222	21.198333	424602	211154	34TEN1622734985	NK34-05	P	PPLL		KV	20				NS	srp			РИМАНИШТЕ	Риманиште	Риманиште	РИМАНИШТЕ	Риманиште	Риманиште		2009-04-16
2	411577	519001	42.767222	21.198333	424602	211154	34TEN1622734985	NK34-05	P	PPLL		KV	20				N	srp			RIMANISTE	Rimanište	Rimaniste	RIMANISTE	Rimanište	Rimaniste		2009-04-08
2	-89283	520962	42.4975	20.713889	422951	204250	34TDN7649005055	NK34-05	P	PPL		KV	14				N	sqi			MIRUSHE	Mirushë	Mirushe	MIRUSHE	Mirushë	Mirushe		2009-05-04
2	-89283	-130169	42.4975	20.713889	422951	204250	34TDN7649005055	NK34-05	P	PPL		KV	14				N	srp			MIRUSA	Miruša	Mirusa	MIRUSA	Miruša	Mirusa		2009-04-08
2	-89283	11037932	42.4975	20.713889	422951	204250	34TDN7649005055	NK34-05	P	PPL		KV	14				NS	srp			МИРУША	Мируша	Мируша	МИРУША	Мируша	Мируша		2009-05-04
2	-89283	520963	42.4975	20.713889	422951	204250	34TDN7649005055	NK34-05	P	PPL		KV	14				V	sqi			MIRUSHA	Mirusha	Mirusha	MIRUSHA	Mirusha	Mirusha		2009-04-08
2	2279	2611	42.714722	20.206667	424253	201224	34TDN3503829441	NK34-05	S	HUTS		KV	18				N	srp			BOJEVICI	Bojevići	Bojevici	BOJEVICI	Bojevići	Bojevici		2009-04-08
2	412393	6272068	42.591111	20.362778	423528	202146	34TDN4771815607	NK34-05	P	PPLL		KV	18				V	sqi			KRYSHECIRI	Kryshec i Ri	Kryshec i Ri	KRYSHECIRI	Kryshec i Ri	Kryshec i Ri		2009-04-08
2	412393	520908	42.591111	20.362778	423528	202146	34TDN4771815607	NK34-05	P	PPLL		KV	18				V	srp			BARANSKILUG	Baranski Lug	Baranski Lug	BARANSKILUG	Baranski Lug	Baranski Lug		2009-04-08
2	412393	520909	42.591111	20.362778	423528	202146	34TDN4771815607	NK34-05	P	PPLL		KV	18				N	srp			NOVIKRUSEVAC	Novi Kruševac	Novi Krusevac	NOVIKRUSEVAC	Novi Kruševac	Novi Krusevac		2009-04-08
2	-78582	-115126	42.6025	20.381944	423609	202255	34TDN4930016860	NK34-05	P	PPLL		KV	18				N	srp			DOBRIDO	Dobri Do	Dobri Do	DOBRIDO	Dobri Do	Dobri Do		2009-04-08
2	-78582	11063717	42.6025	20.381944	423609	202255	34TDN4930016860	NK34-05	P	PPLL		KV	18				NS	srp			ДОБРИДО	Добри До	Добри До	ДОБРИДО	Добри До	Добри До		2009-05-25
2	-78582	9120985	42.6025	20.381944	423609	202255	34TDN4930016860	NK34-05	P	PPLL		KV	18				N	sqi			DOBERDOL	Dobërdol	Doberdol	DOBERDOL	Dobërdol	Doberdol		2009-05-25
2	422679	540969	42.742222	20.208056	424432	201229	34TDN3518132494	NK34-05	S	HUTS		KV	18				N	srp		Stanovi	GLODANSKISTANOVI	Glođanski Stanovi	Glodanski Stanovi	GLODANSKISTANOVI	Glođanski Stanovi	Glodanski Stanovi		2009-04-08
2	9033852	9033852	42.733611	20.062222	424401	200344	34TDN2323431660	NK34-05	P	PPL		KV	18				N	srp			DRESOVICI	Drešovići	Dresovici	DRESOVICI	Drešovići	Dresovici		2009-04-08
2	6245974	6272079	42.611667	20.356667	423642	202124	34TDN4723417893	NK34-05	P	PPL		KV	18				N	srp			TONKOVIC	Tonković	Tonkovic	TONKOVIC	Tonković	Tonkovic		2009-04-08
2	400797	500355	42.661944	20.304444	423943	201816	34TDN4299623510	NK34-05	S	RSTN		KV	18				V	srp			STANICAPEC	Stanica Peć	Stanica Pec	PEC STANICA	Peć, Stanica	Pec, Stanica		2009-04-08
2	400797	540089	42.661944	20.304444	423943	201816	34TDN4299623510	NK34-05	S	RSTN		KV	18				V	srp			PEC	Peć	Pec	PEC	Peć	Pec		2009-04-08
2	400797	500354	42.661944	20.304444	423943	201816	34TDN4299623510	NK34-05	S	RSTN		KV	18				N	srp	Peć	Železnička Stanica	ZELEZNICKASTANICAPEC	Železnička Stanica Peć	Zeleznicka Stanica Pec	PEC ZELEZNICKASTANICA	Peć, Železnička Stanica	Pec, Zeleznicka Stanica		2009-04-08
2	-83131	519666	42.617778	20.469444	423704	202810	34TDN5648818508	NK34-05	P	PPL		KV	18				N	sqi			JABLLANICE	Jabllanicë	Jabllanice	JABLLANICE	Jabllanicë	Jabllanice		2009-05-24
2	-83131	11063432	42.617778	20.469444	423704	202810	34TDN5648818508	NK34-05	P	PPL		KV	18				NS	srp			ЈАБЛАНИЦА	Јабланица	Јабланица	ЈАБЛАНИЦА	Јабланица	Јабланица		2009-05-24
2	-83131	-121531	42.617778	20.469444	423704	202810	34TDN5648818508	NK34-05	P	PPL		KV	18				N	srp			JABLANICA	Jablanica	Jablanica	JABLANICA	Jablanica	Jablanica		2009-04-08
2	412075	11063444	42.620833	20.401944	423715	202407	34TDN5095518884	NK34-05	P	PPL		KV	18				D	sqi			MILLOVANC	Millovanc	Millovanc	MILLOVANC	Millovanc	Millovanc		2009-05-24
2	412075	520164	42.620833	20.401944	423715	202407	34TDN5095518884	NK34-05	P	PPL		KV	18				V				MILAVANAC	Milavanac	Milavanac	MILAVANAC	Milavanac	Milavanac		2009-04-08
2	412075	520163	42.620833	20.401944	423715	202407	34TDN5095518884	NK34-05	P	PPL		KV	18				N	srp			MILOVANAC	Milovanac	Milovanac	MILOVANAC	Milovanac	Milovanac		2009-04-08
2	412075	11063443	42.620833	20.401944	423715	202407	34TDN5095518884	NK34-05	P	PPL		KV	18				NS	srp			МИЛОВАНАЦ	Милованац	Милованац	МИЛОВАНАЦ	Милованац	Милованац		2009-05-24
2	-86480	521288	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				V				KUTILOVC	Kutilovc	Kutilovc	KUTILOVC	Kutilovc	Kutilovc		2009-04-08
2	-86480	521289	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				V				KUTLOVC	Kutlovc	Kutlovc	KUTLOVC	Kutlovc	Kutlovc		2009-04-08
2	-86480	-126108	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				N	srp			KUTLOVAC	Kutlovac	Kutlovac	KUTLOVAC	Kutlovac	Kutlovac		2009-04-08
2	-86480	11039726	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				NS	srp			КУТЛОВАЦ	Кутловац	Кутловац	КУТЛОВАЦ	Кутловац	Кутловац		2009-05-04
2	-86480	11039727	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				D	sqi			KUTLLOC	Kutlloc	Kutlloc	KUTLLOC	Kutlloc	Kutlloc		2009-05-05
2	-86480	11039860	42.917778	20.918611	425504	205507	34TDN9335751687	NK34-05	P	PPL		KV	15				V	sqi			KUTLLOVC	Kutllovc	Kutllovc	KUTLLOVC	Kutllovc	Kutllovc		2009-05-05
2	412549	521291	42.914444	20.922222	425452	205520	34TDN9365251317	NK34-05	P	PPL		KV	15				N	srp			STRANA	Strana	Strana	STRANA	Strana	Strana		2009-04-08
2	-81650	11063377	42.660556	20.985	423938	205906	34TDN9877123121	NK34-05	P	PPL		KV	17				V	sqi			GRABOVCIIEPERM	Grabovci i Epërm	Grabovci i Eperm	GRABOVCIIEPERM	Grabovci i Epërm	Grabovci i Eperm		2009-05-24
2	-81650	-119475	42.660556	20.985	423938	205906	34TDN9877123121	NK34-05	P	PPL		KV	17				N	srp			GORNJIGRABOVAC	Gornji Grabovac	Gornji Grabovac	GORNJIGRABOVAC	Gornji Grabovac	Gornji Grabovac		2009-04-08
2	-81650	11063376	42.660556	20.985	423938	205906	34TDN9877123121	NK34-05	P	PPL		KV	17				N	sqi			GRABOCIEPERM	Graboc i Epërm	Graboc i Eperm	GRABOCIEPERM	Graboc i Epërm	Graboc i Eperm		2009-05-24
2	-81650	11063375	42.660556	20.985	423938	205906	34TDN9877123121	NK34-05	P	PPL		KV	17				NS	srp			ГОРЊИГРАБОВАЦ	Горњи Грабовац	Горњи Грабовац	ГОРЊИГРАБОВАЦ	Горњи Грабовац	Горњи Грабовац		2009-05-24
2	429564	549319	42.498611	20.681944	422955	204055	34TDN7386605188	NK34-05	P	PPL		KV	14				V				TURJAK	Turjak	Turjak	TURJAK	Turjak	Turjak		2009-04-08
2	429564	549318	42.498611	20.681944	422955	204055	34TDN7386605188	NK34-05	P	PPL		KV	14				N	srp			MALITURJAK	Mali Turjak	Mali Turjak	MALITURJAK	Mali Turjak	Mali Turjak		2009-04-08
2	429564	11037924	42.498611	20.681944	422955	204055	34TDN7386605188	NK34-05	P	PPL		KV	14				NS	srp			МАЛИТУРЈАК	Мали Турјак	Мали Турјак	МАЛИТУРЈАК	Мали Турјак	Мали Турјак		2009-05-04
2	425707	544655	42.678056	20.972778	424041	205822	34TDN9777025065	NK34-05	P	PPL		KV	17				N	srp			JEKIC	Jekić	Jekic	JEKIC	Jekić	Jekic		2009-04-08
2	425707	9057980	42.678056	20.972778	424041	205822	34TDN9777025065	NK34-05	P	PPL		KV	17				N	srp			MJEKIC	Mjekić	Mjekic	MJEKIC	Mjekić	Mjekic		2009-04-08
2	-77563	521014	42.673333	21.053889	424024	210314	34TEN0441624541	NK34-05	P	PPL		KV	17				N	sqi			CERKVENAVODIC	Cërkvena Vodic	Cerkvena Vodic	CERKVENAVODIC	Cërkvena Vodic	Cerkvena Vodic		2009-05-24
2	-77563	-113689	42.673333	21.053889	424024	210314	34TEN0441624541	NK34-05	P	PPL		KV	17				N	srp			CRKVENAVODICA	Crkvena Vodica	Crkvena Vodica	CRKVENAVODICA	Crkvena Vodica	Crkvena Vodica		2009-04-08
2	-77563	11063374	42.673333	21.053889	424024	210314	34TEN0441624541	NK34-05	P	PPL		KV	17				NS	srp			ЦРКВЕНАВОДИЦА	Црквена Водица	Црквена Водица	ЦРКВЕНАВОДИЦА	Црквена Водица	Црквена Водица		2009-05-24
2	-91591	9036578	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				N	sqi	Pejë	Komuna	KOMUNAEPEJES	Komuna e Pejës	Komuna e Pejes	PEJES KOMUNAE	Pejës, Komuna e	Pejes, Komuna e		2009-04-08
2	-91591	-133553	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				N	srp	Peć	Opština	OPSTINAPEC	Opština Peć	Opstina Pec	PEC OPSTINA	Peć, Opština	Pec, Opstina		2009-04-08
2	-91591	10916474	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				NS	srp	Пећ	Општина	ОПШТИНАПЕЋ	Општина Пећ	Општина Пећ	ПЕЋ ОПШТИНА	Пећ, Општина	Пећ, Општина		2009-04-08
2	-91591	523807	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				V	srp			PEC	Peć	Pec	PEC	Peć	Pec		2009-04-08
2	-91591	10916475	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				VS	srp			ПЕЋ	Пећ	Пећ	ПЕЋ	Пећ	Пећ		2009-04-08
2	-91591	9121638	42.7	20.266667	424200	201600	34TDN3993727762	NK34-05	A	ADM1		KV	18				V	sqi			PEJE	Pejë	Peje	PEJE	Pejë	Peje		2009-04-08
2	413066	522362	42.728611	20.093333	424343	200536	34TDN2577431077	NK34-05	P	PPL		KV	18				N	srp			GUNISTA	Guništa	Gunista	GUNISTA	Guništa	Gunista		2009-04-08
2	412067	544593	42.577222	20.402222	423438	202408	34TDN5094314041	NK34-05	P	PPL		KV	18				V	srp			GORNJIBARANE	Gornji Barane	Gornji Barane	GORNJIBARANE	Gornji Barane	Gornji Barane		2009-04-08
2	412067	544597	42.577222	20.402222	423438	202408	34TDN5094314041	NK34-05	P	PPL		KV	18				V	srp			GORNJIBARANI	Gornji Barani	Gornji Barani	GORNJIBARANI	Gornji Barani	Gornji Barani		2009-04-08
2	412067	520135	42.577222	20.402222	423438	202408	34TDN5094314041	NK34-05	P	PPL		KV	18				N	srp			GORNJEBARANE	Gornje Barane	Gornje Barane	GORNJEBARANE	Gornje Barane	Gornje Barane		2009-04-08
2	-77151	502909	42.576389	20.440556	423435	202626	34TDN5408913927	NK34-05	P	PPL		KV	18				V	sqi			QOLLOPEK	Qollopek	Qollopek	QOLLOPEK	Qollopek	Qollopek		2009-04-08
2	-77151	-112988	42.576389	20.440556	423435	202626	34TDN5408913927	NK34-05	P	PPL		KV	18				N	srp			CELOPEK	Čelopek	Celopek	CELOPEK	Čelopek	Celopek		2009-04-08
2	-77151	11063424	42.576389	20.440556	423435	202626	34TDN5408913927	NK34-05	P	PPL		KV	18				NS	srp			ЧЕЛОПЕК	Челопек	Челопек	ЧЕЛОПЕК	Челопек	Челопек		2009-05-24
2	-77151	11063425	42.576389	20.440556	423435	202626	34TDN5408913927	NK34-05	P	PPL		KV	18				D	sqi			CALLAPEK	Çallapek	Callapek	CALLAPEK	Çallapek	Callapek		2009-05-24
2	-77151	519762	42.576389	20.440556	423435	202626	34TDN5408913927	NK34-05	P	PPL		KV	18				V	sqi			CALLOPEK	Çallopek	Callopek	CALLOPEK	Çallopek	Callopek		2009-04-08
2	-99012	11063470	42.588889	20.4125	423520	202445	34TDN5179615331	NK34-05	P	PPL		KV	18				V	sqi			TURJAKE	Turjakë	Turjake	TURJAKE	Turjakë	Turjake		2009-05-24
2	-99012	11063471	42.588889	20.4125	423520	202445	34TDN5179615331	NK34-05	P	PPL		KV	18				N	sqi			TURJAK	Turjak	Turjak	TURJAK	Turjak	Turjak		2009-05-24
2	-99012	-144812	42.588889	20.4125	423520	202445	34TDN5179615331	NK34-05	P	PPL		KV	18				N	srp			TURJAK	Turjak	Turjak	TURJAK	Turjak	Turjak		2009-04-08
2	-99012	11063469	42.588889	20.4125	423520	202445	34TDN5179615331	NK34-05	P	PPL		KV	18				NS	srp			ТУРЈАК	Турјак	Турјак	ТУРЈАК	Турјак	Турјак		2009-05-24
2	-78920	11037876	42.521667	20.675556	423118	204032	34TDN7335107750	NK34-05	P	PPL		KV	14				NS	srp			ДОМАНЕК	Доманек	Доманек	ДОМАНЕК	Доманек	Доманек		2009-05-03
2	-78920	519977	42.521667	20.675556	423118	204032	34TDN7335107750	NK34-05	P	PPL		KV	14				N	sqi			DAMANEK	Damanek	Damanek	DAMANEK	Damanek	Damanek		2009-05-03
2	-78920	-115616	42.521667	20.675556	423118	204032	34TDN7335107750	NK34-05	P	PPL		KV	14				N	srp			DOMANEK	Domanek	Domanek	DOMANEK	Domanek	Domanek		2009-04-08
2	-78920	11037877	42.521667	20.675556	423118	204032	34TDN7335107750	NK34-05	P	PPL		KV	14				V	sqi			DOMANEK	Domanek	Domanek	DOMANEK	Domanek	Domanek		2009-05-03
2	-99818	11039714	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				V	sqi			KCIQIIMADH	Kçiqi i Madh	Kciqi i Madh	KCIQIIMADH	Kçiqi i Madh	Kciqi i Madh		2009-05-18
2	-99818	-146186	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				V	srp			VELIKOKICICE	Veliko Kičiće	Veliko Kicice	VELIKOKICICE	Veliko Kičiće	Veliko Kicice		2009-04-08
2	-99818	539878	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				V	srp			VELIKEKICICE	Velike Kičiće	Velike Kicice	VELIKEKICICE	Velike Kičiće	Velike Kicice		2009-04-08
2	-99818	-145966	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				N	srp			VELIKIKICIC	Veliki Kičić	Veliki Kicic	VELIKIKICIC	Veliki Kičić	Veliki Kicic		2009-04-08
2	-99818	11039713	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				NS	srp			ВЕЛИКИКИЧИЋ	Велики Кичић	Велики Кичић	ВЕЛИКИКИЧИЋ	Велики Кичић	Велики Кичић		2009-05-04
2	-99818	502509	42.870556	20.922222	425214	205520	34TDN9364746443	NK34-05	P	PPL		KV	15				D	sqi			KCIQIMADH	Kçiq i Madh	Kciq i Madh	KCIQIMADH	Kçiq i Madh	Kciq i Madh		2009-05-04
2	412078	520169	42.604167	20.469444	423615	202810	34TDN5647916996	NK34-05	P	PPL		KV	18				N	srp			MAHALASTAROROSULJE	Mahala Staro Rosulje	Mahala Staro Rosulje	MAHALASTAROROSULJE	Mahala Staro Rosulje	Mahala Staro Rosulje		2009-04-08
2	425358	11037875	42.54	20.718611	423224	204307	34TDN7689409773	NK34-05	P	PPL		KV	14				NS	srp			ДЕЛА	Дела	Дела	ДЕЛА	Дела	Дела		2009-05-03
2	425358	544240	42.54	20.718611	423224	204307	34TDN7689409773	NK34-05	P	PPL		KV	14				N	srp			DELA	Dela	Dela	DELA	Dela	Dela		2009-04-08
2	412323	520718	42.843056	20.769444	425035	204610	34TDN8116043412	NK34-05	P	PPL		KV	15				N	srp			VRBA	Vrba	Vrba	VRBA	Vrba	Vrba		2009-04-08
2	411581	519007	42.7925	21.114167	424733	210651	34TEN0933737779	NK34-05	P	PPL		KV	17				V	srp			KOZARICAMAHALA	Kozarica Mahala	Kozarica Mahala	KOZARICAMAHALA	Kozarica Mahala	Kozarica Mahala		2009-04-08
2	411581	11063382	42.7925	21.114167	424733	210651	34TEN0933737779	NK34-05	P	PPL		KV	17				NS	srp			КОЗАРИЦА	Козарица	Козарица	КОЗАРИЦА	Козарица	Козарица		2009-05-24
2	411581	519008	42.7925	21.114167	424733	210651	34TEN0933737779	NK34-05	P	PPL		KV	17				N	srp			KOZARICA	Kozarica	Kozarica	KOZARICA	Kozarica	Kozarica		2009-04-08
2	411581	11063383	42.7925	21.114167	424733	210651	34TEN0933737779	NK34-05	P	PPL		KV	17				N	sqi			KOZARICE	Kozaricë	Kozarice	KOZARICE	Kozaricë	Kozarice		2012-07-11
2	412492	11037848	42.414444	20.756667	422452	204524	34TDM7997995822	NK34-05	P	PPL		KV	14				NS	srp			БАЈДАНМАХАЛА	Бајдан Махала	Бајдан Махала	БАЈДАНМАХАЛА	Бајдан Махала	Бајдан Махала		2009-05-03
2	412492	521175	42.414444	20.756667	422452	204524	34TDM7997995822	NK34-05	P	PPL		KV	14				N	srp			BAJDANMAHALA	Bajdan Mahala	Bajdan Mahala	BAJDANMAHALA	Bajdan Mahala	Bajdan Mahala		2009-04-08
2	6241893	6267382	42.745833	20.049722	424445	200259	34TDN2222633028	NK34-05	P	PPL		KV	18				N	srp			DEMBOGE	Dem Boge	Dem Boge	DEMBOGE	Dem Boge	Dem Boge		2009-04-08
2	6241945	6267434	42.705833	20.118889	424221	200708	34TDN2784028525	NK34-05	P	PPL		KV	18				N	srp			SALJA	Šalja	Salja	SALJA	Šalja	Salja		2009-04-08
2	421901	539983	42.605833	20.343333	423621	202036	34TDN4613517254	NK34-05	P	PPL		KV	18				N	srp			STARIZLOPEK	Stari Zlopek	Stari Zlopek	STARIZLOPEK	Stari Zlopek	Stari Zlopek		2009-04-08
2	6245414	6271458	42.663056	20.326667	423947	201936	34TDN4481923619	NK34-05	P	PPL		KV	18				N	srp			KOJICAIMANJE	Kojića Imanje	Kojica Imanje	KOJICAIMANJE	Kojića Imanje	Kojica Imanje		2009-04-08
2	412486	11037882	42.460278	20.752222	422737	204508	34TDN7962800912	NK34-05	P	PPL		KV	14				NS	srp			ГАЈРАК	Гајрак	Гајрак	ГАЈРАК	Гајрак	Гајрак		2009-05-03
2	412486	521166	42.460278	20.752222	422737	204508	34TDN7962800912	NK34-05	P	PPL		KV	14				N	srp			GAJRAK	Gajrak	Gajrak	GAJRAK	Gajrak	Gajrak		2009-04-08
2	412486	11037883	42.460278	20.752222	422737	204508	34TDN7962800912	NK34-05	P	PPL		KV	14				D	sqi			GAJRAK	Gajrak	Gajrak	GAJRAK	Gajrak	Gajrak		2009-05-03
2	412114	11063756	42.633056	20.439444	423759	202622	34TDN5403920220	NK34-05	P	PPL		KV	18				D	sqi			LLUGAXHI	Llugaxhi	Llugaxhi	LLUGAXHI	Llugaxhi	Llugaxhi		2009-05-25
2	412114	520230	42.633056	20.439444	423759	202622	34TDN5403920220	NK34-05	P	PPL		KV	18				N	srp			LUGADIJA	Lugađija	Lugadija	LUGADIJA	Lugađija	Lugadija		2009-04-08
2	412114	11063758	42.633056	20.439444	423759	202622	34TDN5403920220	NK34-05	P	PPL		KV	18				NS	srp			ЛУГАЂИЈА	Лугађија	Лугађија	ЛУГАЂИЈА	Лугађија	Лугађија		2009-05-25
2	412114	520232	42.633056	20.439444	423759	202622	34TDN5403920220	NK34-05	P	PPL		KV	18				V	srp			LUGADZIJA	Lugadžija	Lugadzija	LUGADZIJA	Lugadžija	Lugadzija		2009-04-08
2	412114	11063755	42.633056	20.439444	423759	202622	34TDN5403920220	NK34-05	P	PPL		KV	18				VS	srp			ЛУГАЏИЈА	Лугаџија	Лугаџија	ЛУГАЏИЈА	Лугаџија	Лугаџија		2009-05-25
2	-87194	-127116	42.63	20.446389	423748	202647	34TDN5460619877	NK34-05	P	PPL		KV	18				N	srp			LJESANE	Lješane	Ljesane	LJESANE	Lješane	Ljesane		2009-04-08
2	-87194	11063484	42.63	20.446389	423748	202647	34TDN5460619877	NK34-05	P	PPL		KV	18				NS	srp			ЉЕШАНЕ	Љешане	Љешане	ЉЕШАНЕ	Љешане	Љешане		2009-05-24
2	-87194	519663	42.63	20.446389	423748	202647	34TDN5460619877	NK34-05	P	PPL		KV	18				N	sqi			LESHAN	Leshan	Leshan	LESHAN	Leshan	Leshan		2009-05-24
2	9033668	9033668	42.707778	20.048889	424228	200256	34TDN2211028803	NK34-05	P	PPL		KV	18				N	srp			LEKAJ	Lekaj	Lekaj	LEKAJ	Lekaj	Lekaj		2009-04-08
2	6241895	6267384	42.748889	20.057222	424456	200326	34TDN2284333361	NK34-05	P	PPL		KV	18				N	srp			SADIKOVICI	Sadikovići	Sadikovici	SADIKOVICI	Sadikovići	Sadikovici		2009-04-08
2	422543	540785	42.636667	20.234167	423812	201403	34TDN3721220753	NK34-05	S	HUTS		KV	18				V				SJANICA	Sjanica	Sjanica	SJANICA	Sjanica	Sjanica		2009-04-08
2	422543	6267507	42.636667	20.234167	423812	201403	34TDN3721220753	NK34-05	S	HUTS		KV	18				N	srp			STANICA	Stanica	Stanica	STANICA	Stanica	Stanica		2009-04-08
2	2277	2608	42.741667	20.139167	424430	200821	34TDN2954132487	NK34-05	S	HUTS		KV	18				V				STANOVI	Stanovi	Stanovi	STANOVI	Stanovi	Stanovi		2009-04-08
2	2277	520886	42.741667	20.139167	424430	200821	34TDN2954132487	NK34-05	S	HUTS		KV	18				N	srp			HAJLAKECE	Hajla Keće	Hajla Kece	HAJLAKECE	Hajla Keće	Hajla Kece		2009-04-08
2	421352	539285	42.751944	20.130833	424507	200751	34TDN2887133635	NK34-05	S	HUTS		KV	18				N	srp			VRANOVAC	Vranovac	Vranovac	VRANOVAC	Vranovac	Vranovac		2009-04-08
2	9033583	6267485	42.738333	20.047222	424418	200250	34TDN2201232198	NK34-05	P	PPL		KV	18				V	sqi			LLAZETEHAXHAJVE	Llazet e Haxhajve	Llazet e Haxhajve	LLAZETEHAXHAJVE	Llazet e Haxhajve	Llazet e Haxhajve		2009-04-08
